"variant","E","C","wealth"
1,0,0,0.46055541902187286
1,0,5,0.711808207910063
1,0,10,0.7704231600930461
1,0,15,0.8241027823857197
1,0,20,0.8363548788010834
1,0,25,0.8484710485335948
1,0,30,0.847522571118615
1,0,35,0.8377780822818194
1,0,40,0.8223185759936389
1,0,45,0.807473979883652
1,0,50,0.7962749729010185
1,0,55,0.7928070829363081
1,0,60,0.7834458466472931
1,0,65,0.77422672157027
1,0,70,0.7654475454576235
1,0,75,0.7585988261670216
1,0,80,0.7517605710267775
1,0,85,0.7452708840845024
1,0,90,0.7390748369648864
1,0,95,0.7328787898452708
1,0,100,0.7266827427256551
1,0,105,0.7204866956060397
1,0,110,0.7142906484864234
1,0,115,0.7080946013668084
1,0,120,0.7018985542471925
1,0,125,0.6957025071275771
1,0,130,0.6895064600079619
1,0,135,0.6833104128883462
1,0,140,0.6771143657687302
1,0,145,0.6709183186491144
1,0,150,0.6647222715294988
1,0,155,0.6585262244098834
1,0,160,0.6523301772902679
1,0,165,0.6461341301706521
1,0,170,0.6399380830510369
1,0,175,0.6337420359314212
1,0,180,0.6275459888118053
1,0,185,0.62134994169219
1,0,190,0.6151538945725737
1,0,195,0.6089578474529586
1,0,200,0.6027618003333429
1,0,205,0.5965657532137274
1,0,210,0.590369706094112
1,0,215,0.5847396015502655
1,0,220,0.5847396015502655
1,0,225,0.5847396015502655
1,0,230,0.5847396015502655
1,0,235,0.5847396015502655
1,0,240,0.5847396015502655
1,0,245,0.5847396015502655
1,0,250,0.5847396015502655
1,0,255,0.5847396015502655
1,0,260,0.5847396015502655
1,0,265,0.5847396015502655
1,0,270,0.5847396015502655
1,0,275,0.5847396015502655
1,0,280,0.5847396015502655
1,0,285,0.5847396015502655
1,0,290,0.5847396015502655
1,0,295,0.5847396015502655
1,0,300,0.5847396015502655
1,0,305,0.5847396015502655
1,0,310,0.5847396015502655
1,0,315,0.5847396015502655
1,0,320,0.5847396015502655
1,0,325,0.5847396015502655
1,0,330,0.5847396015502655
1,0,335,0.5847396015502655
1,0,340,0.5847396015502655
1,0,345,0.5847396015502655
1,0,350,0.5847396015502655
1,0,355,0.5847396015502655
1,0,360,0.5847396015502655
1,0,365,1.0883082696518172
